VCE_ID,Month,Stage,D1,D2,D3,MuseumSpecimenKey,Species,Lat_Final,Long_Final,Country,State,County,Town,Locality,Collection,Sex,Comments
200,6,adult,-70.02,-68.98,NA,FSCA0041,Anax junius,35.0321,-83.7414,United States,North Carolina,Clay,,", Route 64 pond near chatuge lake",Florida State Collection of Arthropods,M,
1040,6,adult,-96.63,NA,NA,CNC032,Anax junius,35.0526,-83.1968,United States,North Carolina,,Highlands,,Canadian National Collection,M,
653,7,adult,-65.69,NA,NA,333177,Anax junius,35.0527,-83.1968,United States,North Carolina,,,Highlands,USNM,,
654,7,adult,-76.18,NA,NA,333178,Anax junius,35.0527,-83.1968,United States,North Carolina,,,Highlands,USNM,M  ,
611,6,adult,-76.78,NA,-83.95,CNC016,Anax junius,35.0528,-83.1968,United States,North Carolina,Macon,Highlands,Highlands,Canadian National Collection,,
191,5,adult,-87.72,NA,NA,FSCA0032,Anax junius,35.0659,-80.8123,United States,North Carolina,Stanly-Anson,,", Rocky river us route 50",Florida State Collection of Arthropods,F,
462,7,adult,-112.5,NA,NA,FSCA0360,Anax junius,35.0877,-79.8346,United States,North Carolina,Richmond,Ellerbe,"Ellerbe, NW on Rt 73,  Mountain Creek",Florida State Collection of Arthropods,M,
389,5,adult,-103.22,NA,NA,FSCA0247,Anax junius,35.1439,-80.0763,United States,North Carolina,Stanly,,", near Rocky River,  Rt. 52 at Anson County Line",Florida State Collection of Arthropods,F,
201,5,adult,-60.68,NA,NA,FSCA0042,Anax junius,35.1594,-77.2142,United States,North Carolina,Craven,,", Batch elder's creek old us route 70 Tuscarora",Florida State Collection of Arthropods,F,
45,5,adult,-88.06,NA,NA,38980,Anax junius,35.1942,-88.725,United States,Tennessee,McNairy,,", Beaver pond 3 mi S of
64 on Rose Creek Rd",University of Texas Insect Collection,F,
316,7,adult,-72.31,NA,NA,FSCA0155,Anax junius,35.2333,-82.7344,United States,North Carolina,Transylvania,Brevard,"Brevard, ",Florida State Collection of Arthropods,M,
181,7,adult,-80.39,NA,NA,FSCA0022,Anax junius,35.2333,-82.7344,United States,North Carolina,Transylvania,,", brevard",Florida State Collection of Arthropods,F,
387,7,adult,-80.55,NA,NA,FSCA0245,Anax junius,35.2333,-82.7344,United States,North Carolina,Transylvania,Brevard,"Brevard, ",Florida State Collection of Arthropods,M,
317,7,adult,-81.31,NA,NA,FSCA0156,Anax junius,35.2333,-82.7344,United States,North Carolina,Transylvania,Brevard,"Brevard, ",Florida State Collection of Arthropods,M,
393,7,adult,-83.03,NA,NA,FSCA0251,Anax junius,35.2333,-82.7344,United States,North Carolina,Transylvania,Brevard,"Brevard, ",Florida State Collection of Arthropods,M,
313,7,adult,-83.3,-81.37,NA,FSCA0152,Anax junius,35.2333,-82.7344,United States,North Carolina,Transylvania,Brevard,"Brevard, ",Florida State Collection of Arthropods,M,
318,7,adult,-88.75,NA,NA,FSCA0157,Anax junius,35.2333,-82.7344,United States,North Carolina,Transylvania,Brevard,"Brevard, ",Florida State Collection of Arthropods,F,
392,7,adult,-92.77,NA,NA,FSCA0250,Anax junius,35.2333,-82.7344,United States,North Carolina,Transylvania,Brevard,"Brevard, ",Florida State Collection of Arthropods,M,
314,7,adult,-94.63,NA,NA,FSCA0153,Anax junius,35.2333,-82.7344,United States,North Carolina,Transylvania,Brevard,"Brevard, ",Florida State Collection of Arthropods,M,
391,7,adult,-95.91,-90.75,NA,FSCA0249,Anax junius,35.2333,-82.7344,United States,North Carolina,Transylvania,Brevard,"Brevard, ",Florida State Collection of Arthropods,M,
315,7,adult,-98.34,NA,NA,FSCA0154,Anax junius,35.2333,-82.7344,United States,North Carolina,Transylvania,Brevard,"Brevard, ",Florida State Collection of Arthropods,M,
394,7,adult,-99.78,NA,NA,FSCA0252,Anax junius,35.2333,-82.7344,United States,North Carolina,Transylvania,Brevard,"Brevard, ",Florida State Collection of Arthropods,M,
390,7,adult,-99.81,NA,NA,FSCA0248,Anax junius,35.2333,-82.7344,United States,North Carolina,Transylvania,Brevard,"Brevard, ",Florida State Collection of Arthropods,M,
183,7,adult,-100.28,NA,NA,FSCA0024,Anax junius,35.2333,-82.7344,United States,North Carolina,Transylvania,,", brevard",Florida State Collection of Arthropods,M,
182,7,adult,-111.94,NA,NA,FSCA0023,Anax junius,35.2333,-82.7344,United States,North Carolina,Transylvania,,", brevard",Florida State Collection of Arthropods,F,
473,7,adult,-82.18,-81.58,NA,FSCA0448,Anax junius,35.2379,-79.3161,United States,North Carolina,Moore,Vass,"Vass, Mill Creek",Florida State Collection of Arthropods,F,
471,5,adult,-67.75,NA,NA,FSCA0446,Anax junius,35.2626,-78.772,United States,North Carolina,Harnett-Cumberland,Bunnlevel,"Bunnlevel, south of Bunnlevel,  Little river",Florida State Collection of Arthropods,F,
189,7,adult,-88.17,NA,NA,FSCA0030,Anax junius,35.3002,-83.2632,United States,North Carolina,Jackson,,", marsh pond route 441 4 3/4 mile north of Mason county line",Florida State Collection of Arthropods,M,"macon county, not mason county - mm"
474,8,adult,-105.28,NA,NA,FSCA0449,Anax junius,35.3064,-78.3633,United States,North Carolina,Johnston,Overshot,"Overshot, SEC Road No. 1136 off Rt. 701",Florida State Collection of Arthropods,M,
400,6,adult,-65.3,NA,NA,FSCA0258,Anax junius,35.3136,-83.1767,United States,North Carolina,Jackson,,", near Cullowhee,  upper pond in Cox Cove,  0.2 west of County Road 1330,  0.7 miles west of intersection with County Road 1001",Florida State Collection of Arthropods,M,
321,7,adult,-77.53,NA,NA,FSCA0160,Anax junius,35.3136,-83.1767,United States,North Carolina,Jackson,,", near Cullowhee,  lower pond in Cox Cove,  0.2 west of County Road 1330,  0.7 miles west of intersection with County Road 1001",Florida State Collection of Arthropods,M,
445,7,adult,-81.2,NA,NA,FSCA0343,Anax junius,35.3136,-83.1767,United States,North Carolina,Jackson,,", near Cullowhee,  lower pond in Cox Cove,  0.2 west of County Road 1330,  0.7 miles west of intersection with County Road 1001",Florida State Collection of Arthropods,M,
319,7,adult,-85.2,NA,NA,FSCA0158,Anax junius,35.3136,-83.1767,United States,North Carolina,Jackson,,", near Cullowhee,  lower pond in Cox Cove,  0.2 west of County Road 1330,  0.7 miles west of intersection with County Road 1001",Florida State Collection of Arthropods,F,
449,7,adult,-88.19,-108.89,NA,FSCA0347,Anax junius,35.3136,-83.1767,United States,North Carolina,Jackson,,", near Cullowhee,  lower pond in Cox Cove,  0.2 west of County Road 1330,  0.7 miles west of intersection with County Road 1001",Florida State Collection of Arthropods,M,
447,7,adult,-91.05,NA,NA,FSCA0345,Anax junius,35.3136,-83.1767,United States,North Carolina,Jackson,,", near Cullowhee,  upper pond in Cox Cove,  0.2 west of County Road 1330,  0.7 miles west of intersection with County Road 1001",Florida State Collection of Arthropods,M,
443,6,adult,-100.8,NA,NA,FSCA0341,Anax junius,35.3136,-83.1767,United States,North Carolina,Jackson,,", near Cullowhee,  lower pond in Cox Cove,  0.2 west of County Road 1330,  0.7 miles west of intersection with County Road 1001",Florida State Collection of Arthropods,M,
396,7,adult,-102.31,-111.25,NA,FSCA0254,Anax junius,35.3136,-83.1767,United States,North Carolina,Jackson,,", near Cullowhee,  lower pond in Cox Cove,  0.2 west of County Road 1330,  0.7 miles west of intersection with County Road 1001",Florida State Collection of Arthropods,M,
448,7,adult,-103.05,NA,NA,FSCA0346,Anax junius,35.3136,-83.1767,United States,North Carolina,Jackson,,", near Cullowhee,  lower pond in Cox Cove,  0.2 west of County Road 1330,  0.7 miles west of intersection with County Road 1001",Florida State Collection of Arthropods,M,
383,7,adult,-107.03,NA,NA,FSCA0241,Anax junius,35.3136,-83.1767,United States,North Carolina,Jackson,,", near Cullowhee,  lower pond in Cox Cove,  0.2 west of County Road 1330,  0.7 miles west of intersection with County Road 1001",Florida State Collection of Arthropods,F,
458,5,adult,-58.12,NA,NA,FSCA0356,Anax junius,35.3242,-79.9502,United States,North Carolina,Montgomery,,", near Rock Creek,  rt 24-27,  3 miles west of Troy",Florida State Collection of Arthropods,F,
356,4,adult,-79.74,NA,NA,FSCA0194,Anax junius,35.3649,-89.8533,United States,Tennessee,Shelby,Millington,"Millington, Lake Tanya",Florida State Collection of Arthropods,F,
353,NA,adult,-72.53,-71.93,NA,FSCA0191,Anax junius,35.3649,-89.8533,United States,Tennessee,Shelby,Millington,"Millington, Lake Tanya",Florida State Collection of Arthropods,F,no date
350,4,adult,-74.81,-71.7,NA,FSCA0188,Anax junius,35.3649,-89.8533,United States,Tennessee,Shelby,Millington,"Millington, Lake Tanya",Florida State Collection of Arthropods,F,
352,4,adult,-79.67,NA,NA,FSCA0190,Anax junius,35.3649,-89.8533,United States,Tennessee,Shelby,Millington,"Millington, Lake Tanya",Florida State Collection of Arthropods,F,
196,5,adult,-90.93,NA,NA,FSCA0037,Anax junius,35.3713,-80.6819,United States,North Carolina,Cabarrus,,", Rocky river area route 73 5.3 miles west,  concord",Florida State Collection of Arthropods,M,
444,7,adult,-71.05,NA,NA,FSCA0342,Anax junius,35.3736,-83.2261,United States,North Carolina,Jackson,,", near Sylva,  pond adjacent to county road 1724,  1.1 mile ne of intersection with NC 107",Florida State Collection of Arthropods,M,
320,7,adult,-75.59,-68.31,NA,FSCA0159,Anax junius,35.3736,-83.2261,United States,North Carolina,Jackson,,", near Sylva,  flooded gravel pit north of US 19A-23,  2.2 miles ne of intersection with NC 107",Florida State Collection of Arthropods,M,
446,7,adult,-81.7,NA,NA,FSCA0344,Anax junius,35.3736,-83.2261,United States,North Carolina,Jackson,,", near Sylva,  flooded gravel pit north of old US 19A-23,  2.5 miles ne of intersection with NC 107",Florida State Collection of Arthropods,M,
399,7,adult,-87.05,NA,NA,FSCA0257,Anax junius,35.3736,-83.2261,United States,North Carolina,Jackson,,", near Sylva,  flooded gravel pit north of US 19A-23,  2.2 miles ne of intersection with NC 107",Florida State Collection of Arthropods,M,
398,8,adult,-91.24,NA,NA,FSCA0256,Anax junius,35.3736,-83.2261,United States,North Carolina,Jackson,,", near Sylva,  pond adjacent to county road 1724,  1.1 mile ne of intersection with NC 107",Florida State Collection of Arthropods,M,
395,7,adult,-105.99,-115.96,NA,FSCA0253,Anax junius,35.3736,-83.2261,United States,North Carolina,Jackson,,", near Sylva,  pond adjacent to county road 1724,  1.1 mile ne of intersection with NC 107",Florida State Collection of Arthropods,M,
402,7,adult,-110.14,NA,NA,FSCA0260,Anax junius,35.3736,-83.2261,United States,North Carolina,Jackson,,", near Sylva,  pond adjacent to county road 1724,  1.1 mile ne of intersection with NC 107",Florida State Collection of Arthropods,F,
397,7,adult,-114.6,NA,NA,FSCA0255,Anax junius,35.3736,-83.2261,United States,North Carolina,Jackson,,", near Sylva,  pond adjacent to county road 1724,  1.1 mile ne of intersection with NC 107",Florida State Collection of Arthropods,F,
455,7,adult,-97.22,NA,NA,FSCA0353,Anax junius,35.4159,-83.7472,United States,North Carolina,Graham,,", Cattle Pond,  off rt 28 4.5 miles nw of Stecoah",Florida State Collection of Arthropods,U,
401,6,adult,-109.49,NA,NA,FSCA0259,Anax junius,35.4444,-79.2147,United States,North Carolina,Lee,Tramway,"Tramway, tramway",Florida State Collection of Arthropods,M,
205,5,adult,-85.12,NA,NA,FSCA0046,Anax junius,35.4575,-80.7724,United States,North Carolina,Mecklenburg,,", west fork of rocky river section r # 2420",Florida State Collection of Arthropods,F,
475,9,adult,-76.19,NA,NA,FSCA0450,Anax junius,35.4643,-76.2108,United States,North Carolina,Hyde,,", south end of Lake Mattamuskeet",Florida State Collection of Arthropods,F,
629,NA,adult,-88.68,NA,NA,333171,Anax junius,35.5093,-82.6072,United States,North Carolina,,,"Ashville, Bent Creek",USNM,F  ,"year only 1931, lat/long is Bent Creek"
202,5,adult,-65.22,NA,NA,FSCA0043,Anax junius,35.5359,-77.0395,United States,North Carolina,Washington,,", Pond route 32",Florida State Collection of Arthropods,M,
472,5,adult,-71.22,NA,NA,FSCA0447,Anax junius,35.5547,-79.2381,United States,North Carolina,Lee,Cumnock,"Cumnock, ",Florida State Collection of Arthropods,F,
650,5,adult,-83.32,NA,-91.66,333181,Anax junius,35.5568,-83.3112,United States,North Carolina,,,"Great Smoky Mountains National Park, Smokemont campground and nearby",USNM,F  ,
477,10,adult,-123.45,NA,NA,FSCA0452,Anax junius,35.5967,-80.2214,United States,North Carolina,Davidson,,", High Rock Lake,  NC Rt. 174",Florida State Collection of Arthropods,F,
2,5,adult,NA,NA,NA,18207,Anax junius,35.6088,-105.9983,United States,New Mexico,Santa Fe,,", Perched on side of brick building at; Santa Fe College",University of Texas Insect Collection,M,
187,5,adult,-77.06,NA,NA,FSCA0028,Anax junius,35.6173,-79.1508,United States,North Carolina,Chatham,,", Rocky river hwy 15 and 510",Florida State Collection of Arthropods,F,
457,4,adult,-72.29,NA,NA,FSCA0355,Anax junius,35.7072,-81.0758,United States,North Carolina,Lincoln,,", Catawba River area,  Rt 73",Florida State Collection of Arthropods,F,
199,4,adult,-77.5,NA,NA,FSCA0040,Anax junius,35.7072,-81.0758,United States,North Carolina,Catawba,,", Catawba",Florida State Collection of Arthropods,M,
185,7,adult,-94.82,NA,NA,FSCA0026,Anax junius,35.7078,-79.7603,United States,North Carolina,Randolph,,", Asheboro marsh route 64 3 miles east of Asheboro",Florida State Collection of Arthropods,M,
461,4,adult,-86.46,NA,NA,FSCA0359,Anax junius,35.7258,-79.6548,United States,North Carolina,Randolph,Ramseur,"Ramseur, Deep River",Florida State Collection of Arthropods,M,
357,7,adult,-114.91,-103.74,NA,FSCA0195,Anax junius,35.7302,-84.1306,United States,Tennessee,Greene,,", Red Gate Farm",Florida State Collection of Arthropods,M,"red gate farm is in blount county, made the assumption he was at the farm and being from FL messed up the county - mm"
184,6,adult,-74.16,-77.21,NA,FSCA0025,Anax junius,35.8254,-82.7398,United States,North Carolina,Madison,,", marsh pond route 218 .9 miles east of tennessee state line",Florida State Collection of Arthropods,M,lat long at county level only
180,5,adult,-93.11,-87.19,NA,FSCA0021,Anax junius,35.8667,-76.7489,United States,North Carolina,Washington,,", Plymouth east side",Florida State Collection of Arthropods,F,
51,7,adult,-68.66,NA,NA,40166,Anax junius,35.8882,-100.1816,United States,Texas,Hemphill,,", Lake Marvin
Black Kettle National Grasslands
trails and camping area near the lake and adjacent beaver ponds",University of Texas Insect Collection,F,
470,7,adult,-73.09,NA,NA,FSCA0445,Anax junius,35.8891,-75.96,United States,North Carolina,Dare,,", Rt 64,  Alligator River,  east side",Florida State Collection of Arthropods,M,
360,5,adult,-80.06,NA,NA,FSCA0198,Anax junius,35.8958,-83.9461,United States,Tennessee,Mar,,", I.C. King Park",Florida State Collection of Arthropods,M,
362,7,adult,-91.27,NA,NA,FSCA0200,Anax junius,35.9128,-100.3817,United States,Texas,Hemphill,Canadian,"Canadian, Canadian",Florida State Collection of Arthropods,M,
186,4,adult,-73.47,NA,NA,FSCA0027,Anax junius,35.9168,-77.2119,United States,North Carolina,Martin,,", Conoho creek route 125 near Hamilton",Florida State Collection of Arthropods,M,
193,7,adult,-91.59,NA,NA,FSCA0034,Anax junius,35.9175,-76.2525,United States,North Carolina,Tyrrell,,", Columbia 9 miles east of route 64 canal",Florida State Collection of Arthropods,M,
476,8,adult,-109.5,NA,NA,FSCA0451,Anax junius,35.9472,-77.6733,United States,North Carolina,Edgecombe,Tarboro,"Tarboro, 4 miles west on Rt. Alt. 64,  Harts Mill Run",Florida State Collection of Arthropods,M,
203,5,adult,-71.97,NA,NA,FSCA0044,Anax junius,35.9939,-78.8989,United States,North Carolina,Durham,,", Durham sw",Florida State Collection of Arthropods,M,
204,6,adult,-84.5,-70.54,NA,FSCA0045,Anax junius,35.9939,-78.8989,United States,North Carolina,Durham,,", Durham sw",Florida State Collection of Arthropods,M,
188,3,adult,-88.42,-75.71,NA,FSCA0029,Anax junius,35.9939,-78.8989,United States,North Carolina,Durham,,", sw edge of town of durham",Florida State Collection of Arthropods,M,
194,6,adult,-72,NA,NA,FSCA0035,Anax junius,35.9983,-76.9464,United States,North Carolina,Bertie,,", Windsor section r #1108 6 miles nw",Florida State Collection of Arthropods,M,
905A,6,exuviae,-78.56,NA,NA,,Anax junius,36.002,-79.0283,United States,North Carolina,Orange,,"bog pond 2 miles west Dunham Co. line, Rt. 1718",Paulson Collection,,
905B,6,exuviae,-82.62,NA,NA,,Anax junius,36.002,-79.0283,United States,North Carolina,Orange,,"bog pond 2 miles west Dunham Co. line, Rt. 1718",Paulson Collection,,
197,7,adult,-91.53,NA,NA,FSCA0038,Anax junius,36.0074,-81.5182,United States,North Carolina,Caldwell,,", flood pool near yadkin river route 268 patterson school area",Florida State Collection of Arthropods,M,
198,5,adult,-90.77,-72.31,NA,FSCA0039,Anax junius,36.0244,-81.494,United States,North Carolina,Caldwell,,", yadkin river 4 miles ne of patterson",Florida State Collection of Arthropods,M,
195,4,adult,-90.41,NA,NA,FSCA0036,Anax junius,36.0271,-76.8761,United States,North Carolina,Bertie,,", Marsh pond route 308 near jct route 45",Florida State Collection of Arthropods,F,
454,6,adult,-76.71,NA,NA,FSCA0352,Anax junius,36.115,-80.2033,United States,North Carolina,Forsyth,,", Winston Lake",Florida State Collection of Arthropods,M,
359,7,adult,-105.65,NA,NA,FSCA0197,Anax junius,36.1353,-86.8261,United States,Tennessee,Knox,,", Johnson's Bible College",Florida State Collection of Arthropods,M,
385,7,adult,-103.95,NA,NA,FSCA0243,Anax junius,36.1562,-81.9663,United States,North Carolina,Avery,,", Cranberry Creek flood plain,  Elk Park",Florida State Collection of Arthropods,M,
913,5,Teneral,-98.67,NA,NA,312,Anax junius,36.1777,-81.4107,United States,North Carolina,Wilkes,,1.6 mi W Maple Springs,Paulson Collection,F,teneral
460,6,adult,-80.11,NA,NA,FSCA0358,Anax junius,36.1944,-76.4552,United States,North Carolina,Perquimans,Hertford,"Hertford, Rt 17,  Perquimans River",Florida State Collection of Arthropods,F,
456,6,adult,-79.46,NA,NA,FSCA0354,Anax junius,36.2069,-77.4336,United States,North Carolina,Halifax,,", Marsh Pond,  rt 561,  Spring Hill",Florida State Collection of Arthropods,M,
192,5,adult,-101.38,NA,NA,FSCA0033,Anax junius,36.2858,-80.548,United States,North Carolina,Surry,,", Ararat river nc road 268",Florida State Collection of Arthropods,F,
384,4,adult,-85.88,NA,NA,FSCA0242,Anax junius,36.3,-76.2833,United States,North Carolina,Perquimans,,", ditch on route 17 west of Pasquotank County line",Florida State Collection of Arthropods,F,
206,7,adult,-69.7,NA,NA,FSCA0047,Anax junius,36.3631,-77.2394,United States,North Carolina,North Hampton,,", potecasi",Florida State Collection of Arthropods,M,
452,7,adult,-125.56,NA,NA,FSCA0350,Anax junius,36.3853,-79.9597,United States,North Carolina,Rockingham,Madison,"Madison, 5 miles east on rt. 704",Florida State Collection of Arthropods,F,
453,5,adult,-82.96,-85.08,NA,FSCA0351,Anax junius,36.4039,-79.3364,United States,North Carolina,Caswell,,", countryline creek area,  Rt. 86-158,  south of Yanceyville",Florida State Collection of Arthropods,F,
355,6,adult,-96.65,NA,NA,FSCA0193,Anax junius,36.4059,-81.8039,United States,Tennessee,Johnson,,", Johnny Murphy's Ponds",Florida State Collection of Arthropods,M,
388,7,adult,-86.66,NA,NA,FSCA0246,Anax junius,36.447,-77.0919,United States,North Carolina,Hertford,,", Meherrin River access area,  Rt. 258,  Murfreesboro",Florida State Collection of Arthropods,M,
358,6,adult,-114.72,NA,NA,FSCA0196,Anax junius,36.5069,-82.6097,United States,Tennessee,Sullivan,,", Bays Mountain Park,  Ecology Pond",Florida State Collection of Arthropods,M,
354,6,adult,-99.86,NA,NA,FSCA0192,Anax junius,36.5076,-82.2488,United States,Tennessee,Sullivan,,", Fowler's Fish Ponds",Florida State Collection of Arthropods,F,missing the specimen
951,8,adult,-82.99,NA,NA,350,Anax junius,36.6377,-91.662,United States,Missouri,Oregon,,pond 3.2 mi N Koshkonong on US 63,Paulson Collection,M,mature at water
952,8,adult,-109.51,NA,NA,351,Anax junius,36.6377,-91.662,United States,Missouri,Oregon,,pond 3.2 mi N Koshkonong on US 63,Paulson Collection,M,mature at water
430,7,adult,-84.89,NA,NA,FSCA0288,Anax junius,37.3678,-81.2222,United States,West Virginia,Tucker,,", Flat Rock Plains,  Fisher Run,  beaver pond",Florida State Collection of Arthropods,M,
431,6,adult,-111.31,NA,NA,FSCA0289,Anax junius,37.3678,-81.2222,United States,West Virginia,Tucker,,", Flat Rock Plains,  Fisher Run,  beaver pond",Florida State Collection of Arthropods,M,
214,7,adult,-77.56,-76.56,NA,FSCA0055,Anax junius,37.9747,-87.5558,United States,Indiana,Vanderburg,,", Evansville",Florida State Collection of Arthropods,M,
215,7,adult,-98.54,NA,NA,FSCA0056,Anax junius,37.9747,-87.5558,United States,Indiana,Vanderburg,,", Evansville",Florida State Collection of Arthropods,F,
662,6,adult,-73.73,NA,NA,333210,Anax junius,38.1427,-76.6327,United States,Virginia,Westmoreland,,near Cole Point,USNM,F  ,
646,5,adult,-71.93,NA,NA,333012,Anax junius,38.1876,-87.8066,United States,Indiana,Gibson,,Gibson Co.; 3 mi. NW of Poseyville,USNM,M  ,lat/long is est 3 m NW of Poseyville - mm
669,5,adult,-91.67,NA,NA,333044,Anax junius,38.1876,-87.8066,United States,Indiana,,,"Pool in wheat (stalk) field, 3 mi. N of Poseyville",USNM,F  ,
647,5,adult,-96.41,-78.84,NA,333014,Anax junius,38.1876,-87.8066,United States,Indiana,Gibson,,Gibson Co.; 3 mi. NW of Poseyville,USNM,F  ,lat/long is est 3 m NW of Poseyville - mm
224,4,adult,-88.59,-93.35,NA,FSCA0065,Anax junius,38.3549,-85.4909,United States,Kentucky,Old Ham,,,Florida State Collection of Arthropods,M,lat/long is center of county - mm
651,7,adult,-64.54,NA,NA,333214,Anax junius,38.5597,-79.6126,United States,Virginia,Highland,,"Highland Co.; George Washington Nat. Forest, beaver ponds near Locust Springs Picnic Area",USNM,M  ,
652,7,adult,-76.91,NA,NA,333213,Anax junius,38.5597,-79.6126,United States,Virginia,Highland,,"Highland Co.; George Washington National Forest, beaver ponds near Locust Springs Picnic Area",USNM,M  ,1971-07-03 to 1971-07-04
14,7,adult,-130.31,NA,NA,22157,Anax junius,38.5787,-90.6561,United States,Louisiana,St. John the Baptist,,", Edgard",University of Texas Insect Collection,M,
41,6,adult,-69.59,NA,NA,38971,Anax junius,38.5803,-90.6561,United States,Missouri,Oregon,,", Pond 0.2 mi W 
of 19 on 3174",University of Texas Insect Collection,F,
13,6,adult,NA,NA,NA,22154,Anax junius,38.5803,-90.6561,United States,Missouri,Oregon,,", Pond 0.2 mi W 
of 19 on 3174",University of Texas Insect Collection,M,
259,4,adult,-68.58,NA,NA,FSCA0100,Anax junius,38.6613,-93.7358,United States,Missouri,Johnson,,", 7 miles south of warrensburg",Florida State Collection of Arthropods,F,
642,7,adult,-90.48,NA,NA,333021,Anax junius,38.8892,-86.55,United States,Indiana,Dubois,,Dubois Co.; Purdue Univ. Forage Farm,USNM,M  ,Purdue Experimental Farm - mm
643,7,adult,-92.49,NA,NA,333052,Anax junius,38.8892,-86.55,United States,Indiana,Dubois,,"Dubois Co.; Purdue Univ. Forage Farm, pond B",USNM,M  ,Purdue Experimental Farm - mm
433,6,adult,-109.15,NA,NA,FSCA0291,Anax junius,38.9342,-80.8378,United States,West Virginia,Gilmer,Glenville,"Glenville, Glenville Recreation Area",Florida State Collection of Arthropods,M,
292,4,adult,-77.77,-85.32,NA,FSCA0131,Anax junius,38.9517,-92.3339,United States,Missouri,Boone,Columbia,"Columbia, ",Florida State Collection of Arthropods,F,
258,6,adult,-115.13,NA,NA,FSCA0099,Anax junius,38.9517,-92.3339,United States,Missouri,Boone,,", columbia pond",Florida State Collection of Arthropods,F,
655,5,adult,-73.46,NA,NA,333102,Anax junius,38.9559,-76.9455,United States,Maryland,Prince Georges,,Hyattsville,USNM,M  ,
656,8,adult,-117.71,NA,NA,333101,Anax junius,38.9559,-76.9455,United States,Maryland,Prince Georges,,Hyattsville,USNM,M  ,
638,7,adult,-68.12,NA,NA,333086,Anax junius,38.9946,-77.0723,United States,Maryland,Montgomery,,Chevy Chase Lake,USNM,M  ,"Chevy Chase Lake does not exist anymore, it was a very small damned brook - mm"
641,4,adult,-69.61,NA,NA,333090,Anax junius,38.9946,-77.0723,United States,Maryland,Montgomery,,Chevy Chase Lake,USNM,M  ,"Chevy Chase Lake does not exist anymore, it was a very small damned brook - mm"
639,7,adult,-97.62,NA,NA,333089,Anax junius,38.9946,-77.0723,United States,Maryland,Montgomery,,Chevy Chase Lake,USNM,M  ,"Chevy Chase Lake does not exist anymore, it was a very small damned brook - mm"
640,7,adult,-122.59,NA,NA,333085,Anax junius,38.9946,-77.0723,United States,Maryland,Montgomery,,Chevy Chase Lake,USNM,F  ,"Chevy Chase Lake does not exist anymore, it was a very small damned brook - mm"
648,7,adult,-79.28,NA,NA,333223,Anax junius,38.9982,-77.2883,United States,Virginia,Fairfax,,Great Falls,USNM,M  ,Great Falls is a town - mm
649,7,adult,-90.59,NA,NA,333224,Anax junius,38.9982,-77.2883,United States,Virginia,Fairfax,,Great Falls,USNM,M  ,Great Falls is a town - mm
429,7,adult,-105.4,NA,NA,FSCA0287,Anax junius,39.0535,-79.0036,United States,West Virginia,Tucker,,", Flat Rock Plains,  Fisher Run,  beaver pond",Florida State Collection of Arthropods,F,
950,8,adult,-112.65,NA,NA,349,Anax junius,39.152,-93.1932,United States,Missouri,Saline,,2 mi N Marshall,Paulson Collection,F,fat-stained card
949,8,adult,-112.94,NA,NA,348,Anax junius,39.152,-93.1932,United States,Missouri,Saline,,2 mi N Marshall,Paulson Collection,F,fat-stained card
213,5,adult,-80.73,NA,NA,FSCA0054,Anax junius,39.1653,-86.5264,United States,Indiana,Monrie,,", Bloomington",Florida State Collection of Arthropods,M,
630,7,adult,-122.7,NA,NA,333094,Anax junius,39.2391,-76.579,United States,Maryland,Baltimore,,Baltimore Co.; Baltimore (Fairfield),USNM,F  ,
432,7,adult,-109.46,NA,NA,FSCA0290,Anax junius,39.2828,-80.5592,United States,West Virginia,Doddridge,Salem,"Salem, ",Florida State Collection of Arthropods,M,
636,7,adult,-86.7,NA,NA,333106,Anax junius,39.5185,-79.4586,United States,Maryland,Garrett,,"Browning Lake near Cranesville, West Virginia",USNM,M  ,
1151A,5,exuviae,-58.17,NA,NA,HBW12-12 #1-10,Anax junius,39.5636,-75.7294,United States,Delaware,New Castle,Bear,"Whale Wallow, Lums Pond State Park",Vermont Center for Ecostudies,,vernal pool. Dries in summer.
1151B,5,exuviae,-59.22,NA,NA,HBW12-12 #1-10,Anax junius,39.5636,-75.7294,United States,Delaware,New Castle,Bear,"Whale Wallow, Lums Pond State Park",Vermont Center for Ecostudies,,vernal pool. Dries in summer.
686,4,adult,-53.32,NA,NA,HBW12-03-2,Anax junius,39.5681,-75.7267,United States,Delaware,New Castle,Bear,powerline in Lums Pond State Park,Vermont Center for Ecostudies,,
687,4,adult,-56.83,NA,NA,HBW12-03-1,Anax junius,39.5681,-75.7267,United States,Delaware,New Castle,Bear,powerline in Lums Pond State Park,Vermont Center for Ecostudies,,
894,5,exuviae,-88.59,NA,NA,HBW12-12 #11,Anax junius,39.5689,-75.7175,United States,Delaware,New Castle,Bear,"Lums Pond State Park, vernal pool",Vermont Center for Ecostudies,,
293,6,adult,-97.32,NA,NA,FSCA0132,Anax junius,39.6181,-75.0761,United States,New Jersey,Gloucester,Franklinville,"Franklinville, ",Florida State Collection of Arthropods,F,
627,6,adult,-90.65,NA,NA,333103,Anax junius,39.6579,-78.9281,United States,Maryland,Allegany,,"Allegany Co.; pond, 3 mi. E. of Frostburg",USNM,M  ,lat/long is frostburg - mm
